
Linux 2.6.32-431.3.1.el6.x86_64 (localhost.localdomain) 	05/02/14 	_x86_64_	(2 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    48.33    0.00   90.67     0.00  1448.00    15.97     0.26    2.88   2.73  24.77
sdb               2.33    46.67    0.33   93.00    21.33  1328.00    14.46     0.30    3.17   2.99  27.90
sdc               0.00    43.00    0.00   94.33     0.00  1256.00    13.31     0.34    3.53   3.15  29.73
sdd               0.00    50.67    0.00   90.00     0.00  1208.00    13.42     0.30    3.30   2.97  26.73
dm-0              0.00     0.00    2.67  423.00    21.33  5240.00    12.36     1.04    2.44   1.89  80.40
dm-1              0.00     0.00    0.00  423.00     0.00  5240.00    12.39     1.02    2.41   1.90  80.37
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    2.67    0.00    21.33     0.00     8.00     0.02    7.00   0.88   0.23
dm-4              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.02   11.40   9.00   1.50
dm-5              0.00     0.00    0.00  376.33     0.00  5202.67    13.82     0.99    2.63   2.14  80.57
dm-6              0.00     0.00    0.00    3.33     0.00    26.67     8.00     0.01    4.10   3.50   1.17

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    52.33    0.00   89.00     0.00  1429.33    16.06     0.27    3.01   2.89  25.73
sdb               0.00    49.33    0.00   88.33     0.00  1416.00    16.03     0.29    3.24   2.85  25.20
sdc               0.00    49.33    0.00   91.00     0.00  1405.33    15.44     0.30    3.29   3.09  28.10
sdd               0.00    51.33    0.00   87.67     0.00  1256.00    14.33     0.32    3.65   3.41  29.93
dm-0              0.00     0.00    0.00  433.33     0.00  5506.67    12.71     1.07    2.46   1.83  79.40
dm-1              0.00     0.00    0.00  433.33     0.00  5506.67    12.71     1.07    2.46   1.83  79.43
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  391.67     0.00  5490.67    14.02     1.06    2.70   2.03  79.50
dm-6              0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.01    5.17   5.17   1.03

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    52.67    0.00   92.33     0.00  1586.67    17.18     0.28    3.02   2.74  25.33
sdb               2.33    53.33    0.33   92.67    21.33  1392.00    15.20     0.29    3.15   2.99  27.77
sdc               0.00    54.00    0.00   85.67     0.00  1282.67    14.97     0.31    3.57   3.23  27.63
sdd               0.00    51.00    0.00   87.67     0.00  1285.33    14.66     0.32    3.69   3.23  28.30
dm-0              0.00     0.00    2.67  438.33    21.33  5546.67    12.63     1.16    2.65   1.80  79.37
dm-1              0.00     0.00    0.00  438.33     0.00  5546.67    12.65     1.14    2.62   1.81  79.33
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    2.67    0.00    21.33     0.00     8.00     0.02    8.00   1.00   0.27
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  398.00     0.00  5544.00    13.93     1.14    2.88   1.99  79.33
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    52.33    0.00  120.00     0.00  2837.33    23.64     0.39    3.29   2.77  33.20
sdb               0.00    47.33    0.00  112.00     0.00  2368.00    21.14     0.36    3.25   2.62  29.37
sdc               0.00    50.33    0.00  110.67     0.00  2296.00    20.75     0.35    3.16   2.78  30.73
sdd               0.00    53.33    0.00  109.67     0.00  2261.33    20.62     0.36    3.26   2.88  31.57
dm-0              0.00     0.00    0.00  513.67     0.00  9762.67    19.01     1.39    2.71   1.63  83.77
dm-1              0.00     0.00    0.00  513.67     0.00  9762.67    19.01     1.40    2.72   1.63  83.80
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.00     0.00     8.00     8.00     0.01   10.33  10.33   1.03
dm-5              0.00     0.00    0.00  468.67     0.00  9725.33    20.75     1.37    2.93   1.78  83.43
dm-6              0.00     0.00    0.00    4.00     0.00    32.00     8.00     0.01    3.75   3.17   1.27

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    52.33    0.00  131.33     0.00  3690.67    28.10     0.42    3.16   2.63  34.50
sdb               0.00    48.67    0.00  132.67     0.00  3322.67    25.05     0.49    3.68   2.91  38.67
sdc               0.00    53.33    0.00  119.67     0.00  3192.00    26.67     0.34    2.84   2.43  29.07
sdd               0.00    53.00    0.00  115.67     0.00  3053.33    26.40     0.34    2.92   2.52  29.13
dm-0              0.00     0.00    0.00  562.67     0.00 13258.67    23.56     1.78    3.15   1.54  86.43
dm-1              0.00     0.00    0.00  562.67     0.00 13258.67    23.56     1.78    3.16   1.54  86.53
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.00     0.00     8.00     8.00     0.00    3.00   1.00   0.10
dm-5              0.00     0.00    0.00  522.00     0.00 13248.00    25.38     1.78    3.40   1.66  86.50
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    48.33    0.00   93.00     0.00  1402.67    15.08     0.33    3.52   3.16  29.37
sdb               0.00    42.67    0.00   96.67     0.00  1344.00    13.90     0.31    3.21   3.07  29.70
sdc               0.00    53.67    0.00   92.00     0.00  1333.33    14.49     0.32    3.42   3.16  29.10
sdd               0.00    51.33    0.00   89.33     0.00  1176.00    13.16     0.29    3.30   3.06  27.33
dm-0              0.00     0.00    0.00  434.00     0.00  5256.00    12.11     1.14    2.62   1.89  82.00
dm-1              0.00     0.00    0.00  434.00     0.00  5256.00    12.11     1.14    2.62   1.89  82.03
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  377.00     0.00  5133.33    13.62     1.09    2.90   2.17  81.70
dm-6              0.00     0.00    0.00   15.67     0.00   125.33     8.00     0.05    3.02   1.04   1.63

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    48.00    0.00   86.33     0.00  1298.67    15.04     0.27    3.17   2.83  24.40
sdb               0.00    49.67    0.00   82.00     0.00  1205.33    14.70     0.28    3.46   3.20  26.27
sdc               0.00    45.00    0.00   87.67     0.00  1160.00    13.23     0.31    3.54   3.30  28.97
sdd               0.00    45.33    0.00   89.67     0.00  1117.33    12.46     0.33    3.69   3.42  30.63
dm-0              0.00     0.00    0.00  409.67     0.00  4781.33    11.67     1.13    2.75   1.95  79.93
dm-1              0.00     0.00    0.00  409.67     0.00  4781.33    11.67     1.13    2.75   1.95  80.03
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    3.00     0.00    24.00     8.00     0.01    3.56   2.89   0.87
dm-5              0.00     0.00    0.00  363.33     0.00  4725.33    13.01     1.11    3.06   2.20  80.03
dm-6              0.00     0.00    0.00    3.67     0.00    29.33     8.00     0.01    1.45   0.73   0.27

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    57.00    0.00   88.67     0.00  1658.67    18.71     0.32    3.63   3.27  29.03
sdb               0.00    49.33    0.00   92.33     0.00  1400.00    15.16     0.35    3.75   3.15  29.07
sdc               0.00    48.33    0.00   91.67     0.00  1333.33    14.55     0.32    3.47   3.11  28.50
sdd               0.00    50.00    0.00   85.00     0.00  1256.00    14.78     0.27    3.18   2.90  24.67
dm-0              0.00     0.00    0.00  433.67     0.00  5658.67    13.05     1.19    2.75   1.82  79.00
dm-1              0.00     0.00    0.00  433.67     0.00  5658.67    13.05     1.20    2.75   1.82  79.03
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  390.33     0.00  5629.33    14.42     1.19    3.03   2.02  78.70
dm-6              0.00     0.00    0.00    3.67     0.00    29.33     8.00     0.01    3.00   3.00   1.10

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    61.00    0.00  128.33     0.00  4002.67    31.19     0.46    3.61   2.90  37.23
sdb               0.00    72.00    0.00  100.33     0.00  3274.67    32.64     0.37    3.73   2.81  28.20
sdc               0.00    60.67    0.00   99.33     0.00  3080.00    31.01     0.32    3.28   2.58  25.67
sdd               0.00    55.00    0.00  117.67     0.00  3096.00    26.31     0.38    3.26   2.69  31.67
dm-0              0.00     0.00    0.00  553.00     0.00 13442.67    24.31     2.18    3.95   1.58  87.27
dm-1              0.00     0.00    0.00  553.00     0.00 13442.67    24.31     2.18    3.95   1.58  87.37
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.01    5.17   5.17   1.03
dm-5              0.00     0.00    0.00  513.67     0.00 13429.33    26.14     2.17    4.24   1.70  87.33
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               2.33    52.00    0.33  117.33    21.33  2968.00    25.41     0.47    3.97   2.98  35.10
sdb               0.00    55.33    0.00  103.00     0.00  2456.00    23.84     0.34    3.26   2.65  27.30
sdc               0.00    58.00    0.00   99.33     0.00  2296.00    23.11     0.30    3.06   2.67  26.53
sdd               0.00    55.67    0.00  105.67     0.00  2322.67    21.98     0.32    3.06   2.64  27.93
dm-0              0.00     0.00    2.67  508.33    21.33 10042.67    19.69     1.64    3.21   1.62  82.53
dm-1              0.00     0.00    0.00  508.33     0.00 10042.67    19.76     1.62    3.19   1.62  82.33
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    2.67    0.00    21.33     0.00     8.00     0.02    7.00   0.88   0.23
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  467.00     0.00 10026.67    21.47     1.61    3.44   1.77  82.63
dm-6              0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.02    9.33   6.83   1.37

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    55.67    0.00  133.67     0.00  3861.33    28.89     0.46    3.42   2.75  36.70
sdb               0.00    64.00    0.00  111.00     0.00  3261.33    29.38     0.37    3.30   2.70  29.97
sdc               0.00    53.67    0.00  124.00     0.00  3210.67    25.89     0.38    3.10   2.49  30.83
sdd               0.00    47.67    0.00  124.00     0.00  3130.67    25.25     0.33    2.67   2.34  28.97
dm-0              0.00     0.00    0.00  568.33     0.00 13464.00    23.69     1.76    3.11   1.49  84.90
dm-1              0.00     0.00    0.00  568.33     0.00 13464.00    23.69     1.77    3.11   1.49  84.93
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  529.00     0.00 13458.67    25.44     1.76    3.34   1.61  85.03
dm-6              0.00     0.00    0.00    0.33     0.00     2.67     8.00     0.00   11.00  11.00   0.37

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    48.67    0.00   94.33     0.00  1432.00    15.18     0.34    3.61   3.19  30.07
sdb               0.00    47.67    0.00   97.33     0.00  1346.67    13.84     0.31    3.17   2.96  28.77
sdc               0.00    47.67    0.00   90.00     0.00  1256.00    13.96     0.31    3.44   2.96  26.63
sdd               0.00    49.67    0.00   88.00     0.00  1197.33    13.61     0.26    2.93   2.77  24.40
dm-0              0.00     0.00    0.00  432.67     0.00  5232.00    12.09     1.02    2.35   1.85  80.20
dm-1              0.00     0.00    0.00  432.67     0.00  5232.00    12.09     1.02    2.35   1.85  80.23
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.02    7.83   6.67   1.33
dm-5              0.00     0.00    0.00  386.00     0.00  5192.00    13.45     0.99    2.57   2.07  79.83
dm-6              0.00     0.00    0.00    3.33     0.00    26.67     8.00     0.01    3.40   3.40   1.13

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    50.33    0.00   90.33     0.00  1386.67    15.35     0.29    3.26   3.02  27.27
sdb               0.00    48.33    0.00   94.00     0.00  1368.00    14.55     0.26    2.81   2.69  25.27
sdc               0.00    48.00    0.00   89.67     0.00  1234.67    13.77     0.29    3.20   2.97  26.60
sdd               0.00    47.67    0.00   87.00     0.00  1162.67    13.36     0.26    3.06   2.71  23.57
