
Linux 2.6.32-431.3.1.el6.x86_64 (localhost.localdomain) 	05/02/14 	_x86_64_	(2 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               2.33    56.67    0.33   92.33    21.33  1693.33    18.50     0.32    3.44   2.94  27.23
sdb               0.00    51.67    0.00   95.33     0.00  1584.00    16.62     0.29    3.01   2.76  26.33
sdc               0.00    50.00    0.00   94.00     0.00  1421.33    15.12     0.31    3.27   2.95  27.73
sdd               0.00    55.00    0.00   93.67     0.00  1421.33    15.17     0.32    3.44   3.02  28.33
dm-0              0.00     0.00    2.67  454.67    21.33  6120.00    13.43     1.34    2.93   1.73  79.00
dm-1              0.00     0.00    0.00  454.67     0.00  6120.00    13.46     1.32    2.91   1.74  79.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    2.67    0.00    21.33     0.00     8.00     0.02    7.00   0.88   0.23
dm-4              0.00     0.00    0.00    1.00     0.00     8.00     8.00     0.01   10.33   8.33   0.83
dm-5              0.00     0.00    0.00  412.33     0.00  6112.00    14.82     1.31    3.19   1.91  78.63
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    61.67    0.00  127.00     0.00  3874.67    30.51     0.52    4.11   2.85  36.23
sdb               0.00    65.67    0.00  115.33     0.00  3328.00    28.86     0.42    3.63   2.86  32.93
sdc               0.00    61.33    0.00  113.33     0.00  3213.33    28.35     0.42    3.71   2.85  32.27
sdd               0.00    54.00    0.00  110.33     0.00  3058.67    27.72     0.31    2.85   2.32  25.63
dm-0              0.00     0.00    0.00  564.33     0.00 13474.67    23.88     2.34    4.15   1.50  84.47
dm-1              0.00     0.00    0.00  564.33     0.00 13474.67    23.88     2.34    4.15   1.50  84.77
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  524.00     0.00 13456.00    25.68     2.33    4.46   1.62  84.73
dm-6              0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.01    4.33   4.33   0.87

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    52.67    0.00  116.33     0.00  2701.33    23.22     0.38    3.25   2.82  32.77
sdb               0.00    48.67    0.00  111.67     0.00  2368.00    21.21     0.35    3.14   2.63  29.40
sdc               0.00    59.33    0.00  100.33     0.00  2245.33    22.38     0.34    3.33   2.97  29.83
sdd               0.00    51.67    0.00   98.00     0.00  2082.67    21.25     0.30    3.03   2.72  26.67
dm-0              0.00     0.00    0.00  497.00     0.00  9397.33    18.91     1.60    3.22   1.72  85.30
dm-1              0.00     0.00    0.00  497.00     0.00  9397.33    18.91     1.61    3.22   1.72  85.33
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  455.67     0.00  9400.00    20.63     1.61    3.51   1.87  85.33
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    51.33    0.00   94.33     0.00  1442.67    15.29     0.30    3.14   2.86  26.93
sdb               0.00    44.00    0.00   93.67     0.00  1202.67    12.84     0.32    3.36   3.02  28.30
sdc               0.00    43.00    0.00   92.33     0.00  1125.33    12.19     0.28    3.11   2.99  27.60
sdd               0.00    44.33    0.00   95.00     0.00  1186.67    12.49     0.34    3.58   3.20  30.40
dm-0              0.00     0.00    0.00  422.33     0.00  4957.33    11.74     0.99    2.36   1.94  81.77
dm-1              0.00     0.00    0.00  422.33     0.00  4957.33    11.74     0.99    2.36   1.94  81.80
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.00     0.00     8.00     8.00     0.01    6.00   6.00   0.60
dm-5              0.00     0.00    0.00  375.00     0.00  4920.00    13.12     0.96    2.58   2.18  81.77
dm-6              0.00     0.00    0.00    3.67     0.00    29.33     8.00     0.03    7.55   6.00   2.20

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    44.00    0.00   91.00     0.00  1178.67    12.95     0.31    3.47   3.19  29.07
sdb               0.00    48.33    0.00   90.33     0.00  1186.67    13.14     0.28    3.15   3.00  27.07
sdc               0.00    46.00    0.00   86.67     0.00  1149.33    13.26     0.29    3.29   3.02  26.13
sdd               0.00    45.33    0.00   86.00     0.00  1069.33    12.43     0.29    3.45   3.29  28.33
dm-0              0.00     0.00    0.00  407.33     0.00  4584.00    11.25     1.03    2.51   2.01  82.07
dm-1              0.00     0.00    0.00  407.33     0.00  4584.00    11.25     1.03    2.51   2.02  82.10
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  366.67     0.00  4584.00    12.50     1.03    2.79   2.24  82.10
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    46.00    0.00  101.67     0.00  1597.33    15.71     0.37    3.64   3.07  31.20
sdb               0.00    49.00    0.00   99.67     0.00  1496.00    15.01     0.27    2.74   2.61  25.97
sdc               0.00    46.67    0.00   96.33     0.00  1298.67    13.48     0.30    3.13   2.94  28.33
sdd               0.00    49.00    0.00   94.00     0.00  1269.33    13.50     0.30    3.15   2.94  27.63
dm-0              0.00     0.00    0.00  443.67     0.00  5661.33    12.76     1.06    2.39   1.82  80.93
dm-1              0.00     0.00    0.00  443.67     0.00  5661.33    12.76     1.06    2.39   1.83  81.03
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  399.33     0.00  5645.33    14.14     1.06    2.64   2.03  81.13
dm-6              0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.01    3.67   3.67   0.73

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    67.67    0.00   96.67     0.00  2573.33    26.62     0.39    3.99   3.37  32.60
sdb               0.00    52.33    0.00   98.33     0.00  2242.67    22.81     0.32    3.28   2.87  28.23
sdc               0.00    47.00    0.00  103.00     0.00  2120.00    20.58     0.33    3.28   2.82  29.03
sdd               0.00    48.67    0.00   98.67     0.00  2061.33    20.89     0.31    3.10   2.89  28.50
dm-0              0.00     0.00    0.00  481.00     0.00  8997.33    18.71     1.56    3.26   1.75  84.37
dm-1              0.00     0.00    0.00  481.00     0.00  8997.33    18.71     1.56    3.26   1.76  84.47
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.00     0.00     8.00     8.00     0.01    8.33   8.33   0.83
dm-5              0.00     0.00    0.00  436.33     0.00  8957.33    20.53     1.55    3.56   1.94  84.47
dm-6              0.00     0.00    0.00    3.67     0.00    29.33     8.00     0.01    3.00   0.27   0.10

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    51.00    0.00   89.00     0.00  1370.67    15.40     0.28    3.09   2.88  25.63
sdb               0.00    54.00    0.00   90.33     0.00  1349.33    14.94     0.28    3.11   2.96  26.70
sdc               0.00    50.67    0.00   95.67     0.00  1269.33    13.27     0.31    3.31   3.04  29.07
sdd               0.00    48.00    0.00   92.67     0.00  1210.67    13.06     0.30    3.21   2.97  27.50
dm-0              0.00     0.00    0.00  438.00     0.00  5200.00    11.87     1.07    2.45   1.79  78.60
dm-1              0.00     0.00    0.00  438.00     0.00  5200.00    11.87     1.07    2.45   1.80  78.63
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.00     0.00     8.00     8.00     0.00    4.33   2.33   0.23
dm-5              0.00     0.00    0.00  392.00     0.00  5168.00    13.18     1.05    2.68   2.00  78.33
dm-6              0.00     0.00    0.00    3.00     0.00    24.00     8.00     0.02    6.33   2.56   0.77

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    55.33    0.00  100.67     0.00  1709.33    16.98     0.32    3.11   2.81  28.27
sdb               0.00    51.33    0.00   99.00     0.00  1482.67    14.98     0.34    3.40   3.06  30.33
sdc               0.00    48.00    0.00   96.00     0.00  1405.33    14.64     0.30    3.10   2.96  28.43
sdd               2.33    52.67    0.33   97.00    21.33  1376.00    14.36     0.32    3.25   3.00  29.23
dm-0              0.00     0.00    2.67  462.67    21.33  5973.33    12.88     1.06    2.28   1.78  82.90
dm-1              0.00     0.00    0.00  462.67     0.00  5973.33    12.91     1.05    2.25   1.79  82.90
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    2.67    0.00    21.33     0.00     8.00     0.02    6.00   0.75   0.20
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  411.33     0.00  5896.00    14.33     0.97    2.36   2.02  82.93
dm-6              0.00     0.00    0.00   10.00     0.00    80.00     8.00     0.07    7.50   0.40   0.40

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    51.33    0.00  127.67     0.00  3802.67    29.79     0.39    3.09   2.63  33.57
sdb               0.00    48.00    0.00  128.00     0.00  3304.00    25.81     0.39    3.02   2.44  31.23
sdc               0.00    49.00    0.00  119.67     0.00  3189.33    26.65     0.34    2.89   2.38  28.53
sdd               2.00    49.00    0.67  122.00    21.33  3104.00    25.48     0.41    3.30   2.74  33.63
dm-0              0.00     0.00    2.67  556.00    21.33 13400.00    24.02     1.66    2.97   1.56  87.17
dm-1              0.00     0.00    0.00  556.00     0.00 13400.00    24.10     1.64    2.96   1.57  87.17
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    2.67    0.00    21.33     0.00     8.00     0.02    6.00   0.75   0.20
dm-4              0.00     0.00    0.00    3.00     0.00    24.00     8.00     0.03   10.67   5.78   1.73
dm-5              0.00     0.00    0.00  510.33     0.00 13333.33    26.13     1.60    3.14   1.70  86.73
dm-6              0.00     0.00    0.00    5.33     0.00    42.67     8.00     0.01    2.06   2.06   1.10

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    51.67    0.00   91.33     0.00  1504.00    16.47     0.29    3.23   2.85  26.03
sdb               0.00    48.67    0.00   91.33     0.00  1357.33    14.86     0.31    3.43   3.20  29.23
sdc               0.00    43.67    0.00   92.33     0.00  1264.00    13.69     0.30    3.33   2.96  27.37
sdd               0.00    46.33    0.00   85.67     0.00  1146.67    13.39     0.26    3.02   2.80  24.00
dm-0              0.00     0.00    0.00  423.00     0.00  5272.00    12.46     1.07    2.53   1.86  78.87
dm-1              0.00     0.00    0.00  423.00     0.00  5272.00    12.46     1.07    2.54   1.87  79.10
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.33     0.00     2.67     8.00     0.01   18.00  18.00   0.60
dm-5              0.00     0.00    0.00  383.00     0.00  5269.33    13.76     1.07    2.79   2.07  79.17
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    45.33    0.00   89.33     0.00  1328.00    14.87     0.30    3.31   3.06  27.30
sdb               0.00    43.67    0.00   86.00     0.00  1157.33    13.46     0.27    3.17   3.07  26.37
sdc               0.00    47.67    0.00   90.00     0.00  1205.33    13.39     0.29    3.18   3.06  27.53
sdd               0.00    50.00    0.00   86.67     0.00  1181.33    13.63     0.30    3.50   3.30  28.57
dm-0              0.00     0.00    0.00  412.67     0.00  4872.00    11.81     0.95    2.31   1.92  79.33
dm-1              0.00     0.00    0.00  412.67     0.00  4872.00    11.81     0.95    2.31   1.92  79.37
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    2.67     0.00    21.33     8.00     0.01    2.25   2.25   0.60
dm-5              0.00     0.00    0.00  366.67     0.00  4824.00    13.16     0.94    2.57   2.16  79.13
dm-6              0.00     0.00    0.00    3.00     0.00    24.00     8.00     0.01    2.44   2.44   0.73

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    48.33    0.00   98.00     0.00  1512.00    15.43     0.29    2.95   2.67  26.13
sdb               0.00    47.00    0.00   92.33     0.00  1269.33    13.75     0.29    3.11   2.88  26.63
sdc               0.00    47.33    0.00   94.00     0.00  1269.33    13.50     0.28    3.01   2.74  25.80
sdd               0.00    44.33    0.00   95.33     0.00  1248.00    13.09     0.30    3.17   2.83  27.00
dm-0              0.00     0.00    0.00  429.67     0.00  5298.67    12.33     1.05    2.45   1.87  80.30
dm-1              0.00     0.00    0.00  429.67     0.00  5298.67    12.33     1.05    2.45   1.87  80.43
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  387.67     0.00  5298.67    13.67     1.06    2.73   2.08  80.57
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    49.33    0.00  115.67     0.00  2760.00    23.86     0.44    3.77   3.05  35.33
sdb               0.00    54.67    0.00  102.67     0.00  2346.67    22.86     0.31    3.02   2.50  25.63
sdc               0.00    57.67    0.00  100.33     0.00  2320.00    23.12     0.32    3.22   2.70  27.07
sdd               0.00    52.00    0.00  100.67     0.00  2168.00    21.54     0.34    3.34   2.81  28.30
dm-0              0.00     0.00    0.00  499.00     0.00  9594.67    19.23     1.65    3.31   1.63  81.30
dm-1              0.00     0.00    0.00  499.00     0.00  9594.67    19.23     1.65    3.31   1.63  81.50
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  457.33     0.00  9573.33    20.93     1.65    3.60   1.78  81.47
dm-6              0.00     0.00    0.00    3.00     0.00    24.00     8.00     0.01    2.44   2.44   0.73

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    53.67    0.00  134.00     0.00  3816.00    28.48     0.48    3.60   2.69  36.07
sdb               0.00    52.67    0.00  119.33     0.00  3248.00    27.22     0.34    2.87   2.28  27.20
sdc               0.00    57.67    0.00  114.67     0.00  3192.00    27.84     0.33    2.91   2.37  27.13
sdd               0.00    59.33    0.00  118.67     0.00  3168.00    26.70     0.40    3.32   2.65  31.40
dm-0              0.00     0.00    0.00  565.33     0.00 13424.00    23.75     2.01    3.54   1.50  84.97
dm-1              0.00     0.00    0.00  565.33     0.00 13424.00    23.75     2.01    3.55   1.50  85.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  525.00     0.00 13410.67    25.54     2.00    3.80   1.62  84.97
dm-6              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.01    6.20   6.00   1.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    59.00    0.00   81.00     0.00  1437.33    17.74     0.31    3.83   3.28  26.57
sdb               0.00    54.33    0.00   88.00     0.00  1365.33    15.52     0.32    3.63   3.09  27.23
sdc               0.00    46.67    0.00   87.33     0.00  1237.33    14.17     0.24    2.77   2.65  23.10
sdd               0.00    45.33    0.00   89.67     0.00  1205.33    13.44     0.26    2.97   2.91  26.07
dm-0              0.00     0.00    0.00  424.00     0.00  5245.33    12.37     1.20    2.83   1.83  77.70
dm-1              0.00     0.00    0.00  424.00     0.00  5245.33    12.37     1.20    2.83   1.83  77.73
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.00     0.00     8.00     8.00     0.01    5.00   5.00   0.50
dm-5              0.00     0.00    0.00  383.33     0.00  5237.33    13.66     1.19    3.12   2.03  77.67
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    53.33    0.00   86.00     0.00  1472.00    17.12     0.29    3.37   2.90  24.93
sdb               0.00    50.33    0.00   84.33     0.00  1352.00    16.03     0.28    3.31   3.11  26.20
sdc               4.33    51.67    1.00   88.67    42.67  1293.33    14.90     0.31    3.43   3.17  28.47
sdd               0.00    53.00    0.00   83.00     0.00  1269.33    15.29     0.33    3.91   3.08  25.57
dm-0              0.00     0.00    5.33  428.67    42.67  5386.67    12.51     1.34    3.08   1.76  76.40
dm-1              0.00     0.00    0.00  428.67     0.00  5386.67    12.57     1.30    3.04   1.78  76.30
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    5.33    0.00    42.67     0.00     8.00     0.03    6.50   0.81   0.43
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  386.00     0.00  5354.67    13.87     1.28    3.31   1.98  76.27
dm-6              0.00     0.00    0.00    3.67     0.00    29.33     8.00     0.03    7.36   5.18   1.90

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    51.33    0.00   92.33     0.00  1509.33    16.35     0.29    3.15   2.93  27.07
sdb               0.00    56.00    0.00   87.67     0.00  1442.67    16.46     0.30    3.40   3.04  26.63
sdc               0.00    47.67    0.00   92.00     0.00  1360.00    14.78     0.28    3.03   2.74  25.20
sdd               0.00    47.00    0.00   93.67     0.00  1320.00    14.09     0.33    3.57   3.28  30.77
dm-0              0.00     0.00    0.00  435.67     0.00  5632.00    12.93     1.10    2.52   1.81  78.83
dm-1              0.00     0.00    0.00  435.67     0.00  5632.00    12.93     1.10    2.52   1.81  78.87
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.00     0.00     8.00     8.00     0.00    3.00   1.00   0.10
dm-5              0.00     0.00    0.00  394.67     0.00  5626.67    14.26     1.10    2.78   2.00  78.97
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    53.33    0.00  115.00     0.00  2666.67    23.19     0.36    3.13   2.72  31.33
sdb               0.00    57.33    0.00  107.00     0.00  2381.33    22.26     0.35    3.31   2.75  29.47
sdc               0.00    52.67    0.00  107.33     0.00  2248.00    20.94     0.33    3.06   2.74  29.37
sdd               0.00    51.67    0.00  105.67     0.00  2144.00    20.29     0.37    3.52   2.82  29.83
dm-0              0.00     0.00    0.00  510.00     0.00  9440.00    18.51     1.52    2.99   1.64  83.77
dm-1              0.00     0.00    0.00  510.00     0.00  9440.00    18.51     1.52    2.99   1.64  83.77
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    2.67     0.00    21.33     8.00     0.02    6.38   5.12   1.37
dm-5              0.00     0.00    0.00  451.67     0.00  9296.00    20.58     1.45    3.22   1.86  83.90
dm-6              0.00     0.00    0.00   15.00     0.00   120.00     8.00     0.06    3.93   0.84   1.27

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    54.67    0.00   90.00     0.00  1440.00    16.00     0.30    3.37   2.87  25.87
sdb               0.00    50.67    0.00   91.33     0.00  1336.00    14.63     0.29    3.15   2.94  26.87
sdc               0.00    50.00    0.00   91.67     0.00  1202.67    13.12     0.32    3.44   3.17  29.07
sdd               0.00    50.67    0.00   88.67     0.00  1197.33    13.50     0.29    3.24   2.87  25.43
dm-0              0.00     0.00    0.00  437.00     0.00  5176.00    11.84     1.10    2.51   1.78  77.90
dm-1              0.00     0.00    0.00  437.00     0.00  5176.00    11.84     1.10    2.51   1.78  78.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  391.67     0.00  5144.00    13.13     1.08    2.75   1.99  78.03
dm-6              0.00     0.00    0.00    4.33     0.00    34.67     8.00     0.02    4.31   4.31   1.87

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    49.67    0.00   92.33     0.00  1373.33    14.87     0.26    2.85   2.81  25.97
sdb               0.00    46.00    0.00   92.00     0.00  1293.33    14.06     0.29    3.13   2.91  26.80
sdc               0.00    51.00    0.00   92.33     0.00  1221.33    13.23     0.32    3.53   3.27  30.23
sdd               0.00    54.67    0.00   88.33     0.00  1253.33    14.19     0.30    3.42   3.08  27.20
dm-0              0.00     0.00    0.00  433.00     0.00  5141.33    11.87     1.09    2.52   1.85  80.10
dm-1              0.00     0.00    0.00  433.00     0.00  5141.33    11.87     1.09    2.52   1.85  80.17
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    2.33     0.00    18.67     8.00     0.01    3.29   3.29   0.77
dm-5              0.00     0.00    0.00  388.00     0.00  5120.00    13.20     1.08    2.80   2.06  80.07
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    52.33    0.00   95.33     0.00  1608.00    16.87     0.36    3.76   3.05  29.10
sdb               0.00    51.00    0.00   93.00     0.00  1421.33    15.28     0.31    3.32   2.92  27.17
sdc               0.00    51.67    0.00   91.33     0.00  1354.67    14.83     0.30    3.23   2.90  26.50
sdd               0.00    50.67    0.00   92.00     0.00  1226.67    13.33     0.30    3.04   2.92  26.90
dm-0              0.00     0.00    0.00  444.00     0.00  5728.00    12.90     1.27    2.73   1.78  79.07
dm-1              0.00     0.00    0.00  444.00     0.00  5728.00    12.90     1.28    2.73   1.78  79.13
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-5              0.00     0.00    0.00  401.00     0.00  5714.67    14.25     1.25    2.97   1.98  79.20
dm-6              0.00     0.00    0.00    2.00     0.00    16.00     8.00     0.03   12.83  10.50   2.10

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00    63.67    0.00  125.67     0.00  3904.00    31.07     0.45    3.59   3.01  37.80
sdb               0.00    67.33    0.00  116.00     0.00  3357.33    28.94     0.39    3.34   2.64  30.63
sdc               0.00    54.33    0.00  119.33     0.00  3152.00    26.41     0.33    2.74   2.35  28.00
sdd               0.00    59.33    0.00  110.67     0.00  3208.00    28.99     0.39    3.71   2.74  30.37
dm-0              0.00     0.00    0.00  569.33     0.00 13504.00    23.72     2.01    3.64   1.50  85.57
dm-1              0.00     0.00    0.00  569.33     0.00 13504.00    23.72     2.01    3.64   1.50  85.60
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-3              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-4              0.00     0.00    0.00    1.00     0.00     8.00     8.00     0.00    1.67   1.00   0.10
dm-5              0.00     0.00    0.00  528.67     0.00 13493.33    25.52     2.01    3.93   1.62  85.70
dm-6              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00

