
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 373220 5240572 154192 154280    0    0   102  1504 1953 6538 63  9  1 27  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 373220 5240340 154280 154640    0    0   106  1156 1907 6800 62  8  5 26  0	
 1  1 373220 5239976 154424 154900    0    0   104  1148 1926 6889 63  8  3 26  0	
 2  1 373220 5239240 154652 155304    0    0   106  1196 1978 6959 61  9  6 24  0	
 2  2 373220 5238860 154772 155640    0    0   110  1620 2079 7050 59  8 10 23  0	
 2  1 373220 5237992 154904 155996    0    0   104  1222 2007 6631 62  9  2 27  0	
 1  1 373220 5237892 154992 156384    0    0   110  1162 1969 6912 62  8  4 26  0	
 3  0 373220 5237388 155236 156728    0    0   110  1230 2035 6887 62  8  4 25  0	
 3  2 373220 5236644 155380 157036    0    0    98  1438 1921 6317 61  9  4 27  0	
 1  1 373220 5236156 155852 157412    0    0   106  1186 1997 6754 60  8  7 25  0	
 3  1 373220 5235396 156004 157704    0    0   108  1320 2068 7038 61  8  9 22  0	
 5  0 373192 5235032 156072 158208   16    0   138  1190 1939 7158 62  8  5 25  0	
 1  1 373168 5232488 156132 158524   16    0   142  1154 1931 7041 63  8  4 25  0	
 4  1 373168 5231744 156352 159024    0    0   118  1726 2225 7305 59 10  8 24  0	
 1  1 373168 5231248 156508 159388    0    0   114  1286 2066 7423 62  8  6 24  0	
 1  1 373168 5230488 156612 159772    0    0   104  1252 2099 6537 58  9  9 24  0	
 1  1 373168 5230264 156792 159984    0    0   104  1486 1940 6985 63  9  2 26  0	
 7  0 373168 5229768 156936 160292    0    0   102  1066 1867 6209 64  8  0 28  0	
 2  1 373164 5229140 156976 160744    0    0   106  1134 1936 6621 64 10  0 26  0	
 2  1 373164 5228892 157096 161192    0    0   116  1346 2103 7359 60  8  8 25  0	
 3  1 373164 5228272 157204 161424    0    0   104  1504 1968 6591 61  9  4 26  0	
 3  1 373164 5227900 157304 161808    0    0   110  1132 1923 6739 65  8  1 26  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 373164 5227248 157596 162164    0    0   108  1232 1954 6978 62  7  7 24  0	
 4  0 373164 5226372 157788 162512    0    0   102  1134 1936 6743 62  9  3 26  0	
 1  1 373164 5226124 157840 162856    0    0   106  1118 1914 6664 64  9  1 26  0	
 3  1 373164 5225884 157872 163212    0    0   106  1596 2021 6751 61  9  4 27  0	
 1  2 373156 5225652 157912 163572    0    0   116  1144 1920 6669 63  9  1 26  0	
 5  1 373128 5223108 157924 163968   16    0   132  1138 1891 6041 61  8  2 29  0	
 1  1 373112 5222356 157948 164340   16    0   144  1278 2025 7005 64  9  5 22  0	
 1  1 373112 5222232 158044 164672    0    0   104  1560 2077 6834 59  8 10 23  0	
 1  1 373112 5221116 158228 165044    0    0   110  1318 2120 7195 59  9  9 23  0	
 4  1 373112 5220992 158324 165376    0    0   104  1174 1968 6674 60  8 10 23  0	
 1  1 373112 5220620 158408 165740    0    0   114  1304 2027 7174 60  8  7 25  0	
 1  1 373108 5220000 158492 166092    0    0   104  1426 1960 6732 64  9  1 27  0	
 5  0 373104 5219628 158540 166472    0    0   114  1272 2041 7297 61  8  6 25  0	
 5  1 373104 5218768 158652 166840    0    0   110  1200 2004 7144 63 10  2 25  0	
 1  1 373104 5218644 158724 167200    0    0   110  1620 2129 6971 59  8 10 23  0	
 1  1 373104 5218396 158828 167556    0    0   112  1280 2071 7062 60  8  9 24  0	
 1  1 373104 5217652 158932 167960    0    0   122  1402 2203 7935 61  9  7 23  0	
 4  0 373104 5217528 159000 168276    0    0   100  1482 1940 6441 61  8  5 26  0	
 4  1 373104 5216528 159040 168640    0    0   108  1228 1950 6773 65  9  0 26  0	
 4  0 373100 5216280 159068 168992   16    0   124  1118 1904 6505 65  8  0 27  0	
 1  1 373072 5213860 159112 169344    0    0   116  1434 1868 5911 62  9  1 29  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 373048 5213612 159172 169760   16    0   142  1170 1959 6554 62  9  5 24  0	
 1  1 373048 5213240 159312 170104    0    0   108  1184 1937 6850 59  8  8 25  0	
 2  2 373048 5212604 159440 170416    0    0    96  1130 1912 6137 60  8  5 27  0	
 1  1 373048 5211984 159780 170760    0    0   108  1488 1938 6911 61  8  5 26  0	
 1  1 373044 5211488 159916 171088    0    0   102  1076 1873 6350 64  8  0 28  0	
 1  1 373044 5210620 160024 171468    0    0   114  1284 2092 7361 60  9  9 23  0	
 1  1 373044 5210504 160092 171868    0    0   120  1712 2176 7512 60  9  8 24  0	
 5  3 373044 5209504 160272 172212    0    0   106  1174 1924 6873 62  9  5 24  0	
 1  1 373044 5209256 160336 172580    0    0   114  1270 2025 7246 59  9  8 24  0	
 1  1 373040 5209008 160400 172916    0    0   108  1154 1942 6630 61  9  4 27  0	
 1  2 373040 5208760 160492 173248    0    0    96  1406 1870 6109 63  9  0 28  0	
 5  1 373040 5208512 160628 173580    0    0   102  1078 1906 6553 62  8  3 27  0	
 1  1 373040 5207272 160812 173988    0    0   112  1316 2063 7093 61  9  7 23  0	
 1  2 373040 5207272 160928 174288    0    0   108  1292 2102 6947 58  8  8 25  0	
 4  1 373040 5206652 161000 174628    0    0   106  1202 2021 6848 63  8  2 27  0	
 1  1 373008 5204108 161032 175052   16    0   140  1530 1984 6971 61  8  9 22  0	
 1  2 372988 5203612 161104 175392   16    0   128  1134 1865 6206 61  8  5 26  0	
 1  1 372988 5202868 161256 175748    0    0   108  1214 2021 7027 61  9  3 27  0	
 5  0 372988 5202496 161336 176100    0    0   106  1114 1911 6420 65  8  0 26  0	
 1  2 372988 5202124 161364 176424    0    0   106  1442 1913 6290 65  9  0 26  0	
 1  1 372988 5201636 161440 176804    0    0   102  1166 1937 6543 63  8  2 27  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 372988 5201388 161568 177144    0    0   104  1144 1903 6828 59  8  6 27  0	
 7  0 372988 5200536 161652 177480    0    0    98  1098 1896 6338 63  8  4 26  0	
 2  1 372988 5200288 161704 177788    0    0    98  1424 1882 6054 64  8  0 28  0	
 4  0 372988 5200040 161772 178148    0    0   110  1112 1899 6528 65  8  0 27  0	
 5  0 372988 5199536 161848 178508    0    0   106  1218 2000 6863 60  9  5 26  0	
 5  0 372988 5199164 161888 178852    0    0   108  1210 1963 6910 62  8  4 26  0	
 1  1 372988 5198528 161932 179168    0    0    96  1452 1903 6032 63  9  1 26  0	
 4  2 372988 5198288 162004 179500    0    0   104  1096 1891 6564 64  8  1 27  0	
 1  1 372988 5197916 162108 179844    0    0   108  1162 1955 6804 63  8  2 27  0	
 1  1 372988 5197296 162212 180208    0    0   108  1582 2032 6878 61  9  4 26  0	
 3  1 372952 5194876 162284 180608   16    0   148  1172 1940 6592 66  8  0 27  0	
 4  1 372932 5194256 162420 180988   16    0   136  1566 2032 6800 62  8  4 27  0	
 3  1 372932 5194008 162584 181348    0    0   112  1244 1973 7171 60  8  8 23  0	
 4  1 372932 5193512 162640 181708    0    0   114  1252 1954 7493 60  8  9 24  0	
 2  1 372932 5192884 162696 182088    0    0   106  1574 2051 6653 59  9 10 23  0	
 1  1 372932 5192388 162772 182420    0    0   102  1084 1900 6346 63  8  4 26  0	
 1  1 372932 5192388 162824 182756    0    0   102  1140 1923 6266 64  8  1 27  0	
 5  0 372932 5192016 162864 183108    0    0   104  1114 1911 6769 64  9  2 25  0	
 1  2 372932 5191644 162916 183444    0    0   106  1486 1966 6791 63  9  2 26  0	
 1  1 372932 5190784 162952 183812    0    0   100  1198 1977 6482 60  8  9 24  0	
 1  1 372932 5190536 163088 184112    0    0   100  1164 1981 6239 59  8  6 27  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0 372932 5189544 163392 184472    0    0   100  1256 1985 6659 59  8  7 26  0	
 5  0 372932 5189296 163472 184804    0    0   106  1182 1946 6756 60  8  6 26  0	
 5  0 372932 5189048 163504 185124    0    0   100  1430 1939 6707 62  8  5 26  0	
 3  1 372932 5188180 163616 185508    0    0   114  1310 2060 7215 59 10  9 22  0	
 1  1 372916 5188064 163724 185864   16    0   146  1328 2062 7501 61  8  9 23  0	
 1  1 372896 5185148 163756 186312    0    0   124  1246 2014 7004 60  9  6 25  0	
 2  1 372876 5184644 163852 186684   16    0   132  1276 2060 6615 59  7 10 24  0	
 2  1 372876 5184404 163888 187008    0    0   104  1552 2030 6574 59  7  9 25  0	
 1  2 372876 5184024 163988 187368    0    0   104  1094 1912 6493 64  9  1 26  0	
 5  0 372876 5183652 164048 187708    0    0   104  1136 1910 6574 65  8  0 27  0	
 2  1 372876 5182816 164212 188064    0    0   106  1154 1937 6634 62  9  5 24  0	
 2  1 372876 5182568 164308 188416    0    0   110  1170 1922 7043 62  8  5 25  0	
 1  1 372876 5182320 164408 188752    0    0   102  1514 1932 6513 60  8  6 26  0	
 2  1 372876 5181700 164472 189124    0    0   106  1250 2064 6518 59  9  6 27  0	
 6  0 372876 5181452 164568 189432    0    0   100  1092 1900 6382 63  8  3 26  0	
 1  1 372872 5181080 164668 189768    0    0   100  1158 1901 6075 62  8  5 26  0	
 1  1 372872 5180740 164728 190104    0    0   110  1606 2065 6741 61  8  6 24  0	
 3  1 372872 5180492 164728 190452    0    0   104  1110 1906 6672 64  9  0 27  0	
 1  1 372872 5179748 164772 190824    0    0   112  1316 2115 6920 61  9  6 25  0	
 1  1 372872 5179500 164900 191168    0    0   108  1290 2116 6898 58  9  9 24  0	
 1  1 372852 5176676 164980 191548   16    0   134  1232 2049 6647 60  9  7 25  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 372836 5176304 165180 191932   32    0   146  1540 2001 6626 59  8  8 25  0	
 6  0 372820 5175792 165216 192296   16    0   128  1194 1961 6487 58  8 10 24  0	
 1  1 372820 5174908 165308 192668    0    0   112  1326 2143 6983 58  9  8 24  0	
 1  1 372820 5174660 165364 193000    0    0   104  1110 1888 6454 63  9  1 27  0	
 5  0 372820 5173916 165408 193344    0    0   104  1156 1974 6705 63  8  5 24  0	
 5  0 372820 5173800 165456 193696    0    0   108  1560 2025 7002 61  8  4 27  0	
 1  1 372820 5173552 165564 194048    0    0   114  1240 1995 7206 60  9  7 25  0	
 1  1 372820 5173048 165620 194396    0    0   102  1136 1941 6654 62  8  3 27  0	
 1  1 372820 5172552 165648 194744    0    0   108  1196 1956 6643 61  9  3 26  0	
 1  1 372820 5172056 165672 195092    0    0   100  1168 1919 6437 62  8  2 28  0	
 1  1 372820 5171932 165720 195416    0    0   102  1464 1905 6624 62  8  3 27  0	
 1  1 372820 5171568 165736 195764    0    0   104  1208 1945 6510 61  9  3 27  0	
 1  1 372820 5170948 165784 196156    0    0   116  1336 2127 7462 60  9  8 23  0	
 1  1 372820 5170700 165844 196500    0    0   108  1572 2066 6761 61  8  6 25  0	
 6  0 372820 5169940 165924 196836    0    0   100  1126 1937 6440 63  9  2 26  0	
 3  1 372788 5167520 166048 197236   16    0   146  1574 2059 6700 61  9  4 26  0	
 5  0 372764 5167148 166092 197640    0    0   128  1232 1991 7051 62  8  3 26  0	
 1  1 372764 5167024 166128 198012    0    0   112  1248 2092 7062 61  9  7 23  0	
 1  1 372764 5166652 166156 198344    0    0   106  1608 2065 6894 58  9 10 24  0	
 1  1 372760 5165784 166224 198716    0    0   114  1332 2185 7343 60  9  8 24  0	
 5  1 372760 5165784 166248 199076    0    0   104  1230 2080 6713 58  8 13 21  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 372760 5165536 166268 199404    0    0   108  1590 2037 6820 59  7  9 25  0	
 1  1 372760 5164776 166316 199768    0    0   108  1284 2102 7131 59  8  7 25  0	
 6  0 372760 5164652 166372 200116    0    0   100  1594 2138 6763 58  8 11 23  0	
 5  1 372760 5163784 166444 200468    0    0   110  1250 1994 7078 63  9  3 25  0	
 1  1 372760 5163412 166504 200832    0    0   114  1312 2044 7287 60  9  8 24  0	
 1  1 372760 5163164 166544 201216    0    0   114  1288 2018 7518 61  8  5 25  0	
 1  1 372760 5162296 166592 201592    0    0   106  1560 2032 6729 59  8 11 22  0	
 1  1 372760 5162296 166616 201912    0    0   104  1172 1958 6668 59  8  6 26  0	
 4  1 372760 5161436 166660 202264    0    0   106  1216 2006 6693 62  8  6 24  0	
 5  0 372748 5161188 166664 202632   16    0   128  1158 1923 7104 61  9  5 26  0	
 1  1 372724 5158892 166676 203024    0    0   120  1594 1990 7212 62  8  7 24  0	
 1  1 372712 5158396 166704 203420    0    0   120  1136 1925 6621 65  9  1 26  0	
 3  1 372712 5158032 166728 203764    0    0   110  1148 1935 6638 64  9  2 25  0	
 2  1 372712 5157536 166812 204096    0    0    98  1082 1909 6081 64  8  1 27  0	
 5  0 372712 5157204 166912 204396    0    0    98  1088 1925 6246 61  7  4 27  0	
 5  0 372712 5157080 166936 204740    0    0   106  1568 2100 6861 59  8 12 20  0	
 4  0 372712 5156328 167024 205108    0    0   110  1204 1996 7098 64  9  1 26  0	
 3  1 372712 5155956 167108 205468    0    0   108  1204 1924 7131 63  8  3 26  0	
 1  1 372712 5155452 167176 205844    0    0   110  1606 1980 6870 61  9  8 23  0	
 1  1 372712 5155204 167240 206208    0    0   108  1204 1967 7125 59  8  8 25  0	
 2  1 372712 5154708 167340 206516    0    0    98  1084 1863 6278 59  7  8 26  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  1 372712 5154212 167360 206864    0    0   100  1168 1968 6384 61  9  5 25  0	
 1  1 372712 5153848 167372 207188    0    0   100  1500 1994 6628 62  9  5 25  0	
 4  0 372712 5153220 167428 207544    0    0   106  1140 1935 6820 65  9  0 26  0	
 4  0 372712 5153096 167476 207892    0    0   110  1234 1976 6839 63  8  5 24  0	
 5  0 372712 5150800 167540 208272    0    0   124  1572 2039 6485 59  8  8 25  0	
 1  1 372708 5150180 167604 208688    0    0   122  1268 2012 7197 62 10  5 24  0	
 1  1 372708 5149684 167656 209044    0    0   116  1160 1915 6632 63  8  3 27  0	
 1  1 372708 5149196 167700 209368    0    0    98  1498 1984 6520 59  8  6 26  0	
 6  1 372708 5148824 167932 209724    0    0   104  1158 1932 6710 60  8  9 23  0	
 4  1 372708 5148328 168132 210080    0    0   110  1252 2010 7002 59  8 10 24  0	
 5  1 372708 5147824 168184 210456    0    0   112  1686 2217 7267 60  9  9 23  0	
 1  2 372708 5147328 168280 210816    0    0   114  1410 2149 7356 60  9  8 24  0	
 2  1 372708 5146940 168348 211188    0    0   108  1518 2000 7160 63  9  3 26  0	
 1  1 372708 5146444 168404 211516    0    0   100  1190 1958 6609 58  8 11 23  0	
 1  1 372708 5146072 168428 211848    0    0   102  1110 1982 6735 62  7  7 23  0	
 4  1 372708 5145584 168440 212200    0    0   104  1506 1965 6663 63  9  2 27  0	
 1  1 372708 5145212 168464 212552    0    0   110  1192 1938 6978 63  8  4 26  0	
 1  1 372708 5144460 168512 212904    0    0   108  1214 1988 6696 65  9  2 24  0	
 5  0 372708 5144336 168512 213276    0    0   112  1228 1973 6926 63  9  3 26  0	
 3  1 372708 5144196 168580 213636    0    0   116  1336 2162 7366 60  8 10 22  0	
 1  1 372708 5141272 168588 214048    0    0   134  1562 2052 6858 61  8  7 24  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 372708 5140916 168756 214396    0    0   116  1108 1898 6499 63  9  0 28  0	
 5  1 372708 5140288 168852 214748    0    0   102  1184 2019 6755 59  9  9 24  0	
 8  0 372708 5140164 168884 215104    0    0   110  1296 2159 6977 58  8 11 22  0	
 5  0 372708 5139800 168932 215444    0    0   104  1170 1941 6430 62  8  2 28  0	
 7  0 372708 5139056 168948 215800    0    0   108  1536 1982 7113 60  8  9 23  0	
 1  1 372708 5138932 168956 216124    0    0   106  1212 1952 6835 64  9  1 26  0	
 2  1 372708 5138304 169040 216512    0    0   108  1180 1980 6980 61  8  8 24  0	
 1  1 372708 5138180 169056 216864    0    0   102  1150 1898 6581 60  7  8 25  0	
 2  1 372708 5138056 169060 217188    0    0   104  1220 2015 6655 58  9 10 24  0	
 6  0 372708 5137436 169112 217520    0    0   100  1564 2071 6351 59  9  9 23  0	
 2  1 372708 5137328 169172 217856    0    0   106  1214 2048 6915 59  8 11 23  0	
 1  1 372708 5136460 169192 218220    0    0   106  1170 1981 6653 63  9  3 26  0	
 1  1 372708 5136336 169224 218568    0    0   112  1170 1947 7045 67  8  0 25  0	
 1  1 372708 5135840 169272 218920    0    0   108  1192 1960 7145 62  8  6 24  0	
 4  1 372708 5135468 169368 219276    0    0   110  1600 2141 6683 58  9  9 24  0	
 3  1 372708 5133048 169372 219664    0    0   118  1160 1952 6411 60  9  3 28  0	
 1  1 372708 5132420 169396 220052    0    0   116  1720 2017 6302 60  8  5 27  0	
 1  1 372708 5132048 169400 220380    0    0   104  1922 1937 6680 64  7  2 26  0	
 1  1 372708 5131800 169400 220692    0    0    96  1830 1902 6311 63  8  2 27  0	
 5  1 372708 5131420 169420 221016    0    0    98  2182 1956 6246 64  9  2 25  0	
 1  1 372708 5131080 169440 221312    0    0    92  5236 2025 5908 63  8  2 27  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1 372708 5130336 169476 221652    0    0   100  2088 1989 6322 61  8  6 24  0	
 1  1 372708 5130212 169636 221968    0    0   102  1968 2062 6437 58  8 11 23  0	
 2  0 372708 5129840 169664 222316    0    0   108  2060 2084 6789 59  9  7 25  0	
 2  1 372708 5129104 169700 222684    0    0   106  2046 2156 6817 59  8 10 23  0	
 3  1 372708 5128980 169712 223016    0    0   108  2430 2063 6983 60  8  9 23  0	
 5  1 372708 5128988 169760 223300    0    0    80  5330 2002 5218 64  9  1 27  0	
 4  0 372708 5128616 169780 223600    0    0    92  5318 2026 5652 64  9  1 26  0	
 4  0 372708 5128244 169836 223892    0    0    96  5300 2041 6152 61  7  7 25  0	
 6  0 372708 5127368 169856 224180    0    0    82  1710 1887 5126 63  8  1 28  0	
 1  1 372708 5127120 169876 224488    0    0    96  5606 2139 6338 59  8  8 26  0	
 5  1 372708 5126376 169912 224804    0    0    94  5468 2113 5874 61  8  7 24  0	
 1  2 372708 5124328 169940 225152    0    0   114  5544 2096 6006 63  8  3 26  0	
 1  1 372708 5124080 170028 225496    0    0   108  1926 1977 6080 62  8  4 26  0	
 7  0 372708 5123212 170068 225852    0    0   102  2558 2189 6803 61  8 11 20  0	
